date,permno,ticker
2000/1/31,38914,CEN
2000/1/31,19502,WAG
2000/1/31,14541,CHV
2000/1/31,25487,CD
2000/1/31,18016,HPC
2000/1/31,39490,APA
2000/1/31,86041,YNR
2000/1/31,10138,TROW
2000/1/31,13688,PCG
2000/1/31,49905,LIZ
2000/1/31,52476,EFX
2000/1/31,24221,CEG
2000/1/31,10353,ADPT
2000/1/31,51377,NSM
2000/1/31,10147,EMC
2000/1/31,17726,CCK
2000/1/31,41355,PH
2000/1/31,57817,JWN
2000/1/31,64629,MDR
2000/1/31,23114,CPL
2000/1/31,10225,FO
2000/1/31,42024,BCC
2000/1/31,59248,RKY
2000/1/31,82959,WLL
2000/1/31,10078,SUNW
2000/1/31,86496,CNXT
2000/1/31,64186,CI
2000/1/31,42906,HBAN
2000/1/31,62834,EC
2000/1/31,65138,ONE
2000/1/31,35238,PBY
2000/1/31,45356,TYC
2000/1/31,70536,SIAL
2000/1/31,62308,TMK
2000/1/31,26710,LTR
2000/1/31,56274,CAG
2000/1/31,15560,TAN
2000/1/31,82308,UPR
2000/1/31,10104,ORCL
2000/1/31,48653,HUM
2000/1/31,14322,S
2000/1/31,10145,HON
2000/1/31,12503,NAV
2000/1/31,24539,OAT
2000/1/31,75186,SCH
2000/1/31,70578,ECL
2000/1/31,50906,ADCT
2000/1/31,25081,CMA
2000/1/31,40416,AVP
2000/1/31,36127,FSR
2000/1/31,10107,MSFT
2000/1/31,50876,LLY
2000/1/31,77418,AOL
2000/1/31,87029,COC
2000/1/31,20853,UCM
2000/1/31,61065,TOY
2000/1/31,83601,WTHG
2000/1/31,52919,MER
2000/1/31,76149,SWY
2000/1/31,52038,SYY
2000/1/31,71686,SOTR
2000/1/31,14323,ANDW
2000/1/31,77157,OI
2000/1/31,10693,HRC
2000/1/31,68304,BSC
2000/1/31,10942,CMVT
2000/1/31,23931,NSP
2000/1/31,26518,BOL
2000/1/31,85926,SEE
2000/1/31,26075,EFU
2000/1/31,83440,AFS
2000/1/31,19895,MEA
2000/1/31,60599,CTL
2000/1/31,19692,ACK
2000/1/31,59192,CB
2000/1/31,10401,T
2000/1/31,13821,PGL
2000/1/31,82598,NTAP
2000/1/31,75789,FRE
2000/1/31,46674,GPC
2000/1/31,42534,JCI
2000/1/31,70519,C
2000/1/31,49656,BK
2000/1/31,75510,ADBE
2000/1/31,20204,CR
2000/1/31,27959,DUK
2000/1/31,26403,DIS
2000/1/31,59440,SAFC
2000/1/31,25953,DOV
2000/1/31,90609,NOVL
2000/1/31,40539,TJX
2000/1/31,30382,DG
2000/1/31,26438,PRD
2000/1/31,12319,HM
2000/1/31,18921,RLM
2000/1/31,76076,CSCO
2000/1/31,24563,TXU
2000/1/31,64311,NSC
2000/1/31,61663,TOS
2000/1/31,23077,HNZ
2000/1/31,59010,GPS
2000/1/31,48397,AGC
2000/1/31,59459,SPC
2000/1/31,23317,ENE
2000/1/31,57904,AFL
2000/1/31,58990,DJ
2000/1/31,35044,RGBK
2000/1/31,18382,MTC
2000/1/31,32379,GLK
2000/1/31,13119,MYG
2000/1/31,14008,AMGN
2000/1/31,17750,KMB
2000/1/31,11042,WCOM
2000/1/31,21776,PE
2000/1/31,20220,BDK
2000/1/31,22840,SLE
2000/1/31,14593,AAPL
2000/1/31,46886,KLAC
2000/1/31,48485,JP
2000/1/31,70033,HDI
2000/1/31,47941,GCI
2000/1/31,27983,XRX
2000/1/31,50227,BNI
2000/1/31,79237,RIG
2000/1/31,39917,WY
2000/1/31,40483,TWX
2000/1/31,24264,AL
2000/1/31,50200,WB
2000/1/31,35051,PLL
2000/1/31,80470,QTRN
2000/1/31,46850,AET
2000/1/31,19393,BMY
2000/1/31,23309,HLT
2000/1/31,85073,PVN
2000/1/31,42200,PKI
2000/1/31,82686,CTXS
2000/1/31,22066,NSI
2000/1/31,65883,BLS
2000/1/31,53479,GDW
2000/1/31,11955,WMI
2000/1/31,76171,COL
2000/1/31,61621,PAYX
2000/1/31,65875,BEL
2000/1/31,51369,TER
2000/1/31,81193,TMC
2000/1/31,24046,CCU
2000/1/31,24272,ASH
2000/1/31,19166,FMC
2000/1/31,43449,MCD
2000/1/31,68591,STJ
2000/1/31,49154,TGT
2000/1/31,15720,EIX
2000/1/31,21020,AMR
2000/1/31,78263,UPC
2000/1/31,24985,AEE
2000/1/31,81655,DRI
2000/1/31,52337,THC
2000/1/31,20482,ABT
2000/1/31,60206,SNA
2000/1/31,21004,GTE
2000/1/31,52978,HAS
2000/1/31,46877,BCR
2000/1/31,60506,PCAR
2000/1/31,12511,MKG
2000/1/31,14795,TKR
2000/1/31,13100,MAY
2000/1/31,78139,CPWR
2000/1/31,27991,PNW
2000/1/31,38893,CGP
2000/1/31,85914,BBY
2000/1/31,24010,ETR
2000/1/31,48071,JPM
2000/1/31,77659,BBBY
2000/1/31,75175,MBI
2000/1/31,60986,NWL
2000/1/31,25320,CPB
2000/1/31,71563,BBT
2000/1/31,22680,MZ
2000/1/31,86326,GBLX
2000/1/31,40272,IFF
2000/1/31,39087,FON
2000/1/31,77546,FDC
2000/1/31,23990,ROH
2000/1/31,61583,FJ
2000/1/31,23473,CINF
2000/1/31,18163,PG
2000/1/31,62770,ASO
2000/1/31,63060,WEN
2000/1/31,45495,RDC
2000/1/31,70332,APC
2000/1/31,85348,YUM
2000/1/31,54463,PWJ
2000/1/31,68347,CPQ
2000/1/31,80599,LEH
2000/1/31,88388,UMG
2000/1/31,64282,LTD
2000/1/31,23819,HAL
2000/1/31,49015,LNC
2000/1/31,39642,BDX
2000/1/31,76557,KRB
2000/1/31,14891,UCL
2000/1/31,48506,DNB
2000/1/31,76201,XLNX
2000/1/31,56223,LPX
2000/1/31,49744,PCH
2000/1/31,75912,PMTC
2000/1/31,18403,JCP
2000/1/31,15579,TXN
2000/1/31,56232,NCC
2000/1/31,27828,HWP
2000/1/31,25785,F
2000/1/31,75573,ODP
2000/1/31,19916,VO
2000/1/31,10890,UIS
2000/1/31,28484,AHC
2000/1/31,12079,GM
2000/1/31,80080,EMN
2000/1/31,52695,GWW
2000/1/31,24766,NOC
2000/1/31,57568,BLL
2000/1/31,10989,BFO
2000/1/31,38156,WMB
2000/1/31,13901,MO
2000/1/31,21397,CHA
2000/1/31,49680,DHR
2000/1/31,59408,BAC
2000/1/31,21936,PFE
2000/1/31,27430,CTB
2000/1/31,85913,MAR
2000/1/31,85908,GRA
2000/1/31,48514,IKN
2000/1/31,75181,PDG
2000/1/31,84020,RX
2000/1/31,26825,K
2000/1/31,59345,OK
2000/1/31,18542,CAT
2000/1/31,49429,DDS
2000/1/31,77605,BSX
2000/1/31,28847,U
2000/1/31,58246,NTRS
2000/1/31,82643,LXK
2000/1/31,16424,G
2000/1/31,76597,NGH
2000/1/31,12650,KSU
2000/1/31,85631,ADSK
2000/1/31,83462,TUP
2000/1/31,87292,PTV
2000/1/31,21207,NEM
2000/1/31,56573,ITW
2000/1/31,76605,AZO
2000/1/31,15069,MRO
2000/1/31,23229,CMS
2000/1/31,77606,KSS
2000/1/31,44951,SVU
2000/1/31,15667,AHP
2000/1/31,46922,RAD
2000/1/31,20053,SNV
2000/1/31,12431,IR
2000/1/31,66181,HD
2000/1/31,15077,UST
2000/1/31,22111,JNJ
2000/1/31,21792,REI
2000/1/31,48267,LSI
2000/1/31,48274,GAS
2000/1/31,49373,HRB
2000/1/31,86976,CNC
2000/1/31,61399,LOW
2000/1/31,30681,OMC
2000/1/31,24643,AA
2000/1/31,53613,MU
2000/1/31,34746,FITB
2000/1/31,17830,UTX
2000/1/31,23851,CSR
2000/1/31,53612,LDG
2000/1/31,77481,EPG
2000/1/31,79973,GTW
2000/1/31,22947,CIN
2000/1/31,54148,PHM
2000/1/31,18729,CL
2000/1/31,22103,EMR
2000/1/31,60943,LEG
2000/1/31,77768,PX
2000/1/31,66800,AIG
2000/1/31,83332,LU
2000/1/31,53065,IPG
2000/1/31,22613,NCE
2000/1/31,81593,WM
2000/1/31,82647,PNU
2000/1/31,10786,BS
2000/1/31,27887,BAX
2000/1/31,38578,TNB
2000/1/31,11997,CMCSK
2000/1/31,54181,MIL
2000/1/31,76712,AES
2000/1/31,57665,NKE
2000/1/31,64995,KEY
2000/1/31,20626,DOW
2000/1/31,39538,MAT
2000/1/31,12052,GD
2000/1/31,10791,SGI
2000/1/31,64565,CCR
2000/1/31,40061,TEK
2000/1/31,40125,CSC
2000/1/31,76887,AW
2000/1/31,17005,CVS
2000/1/31,28310,UN
2000/1/31,50032,ABS
2000/1/31,23579,TXT
2000/1/31,40838,H
2000/1/31,70092,KBH
2000/1/31,92655,UNH
2000/1/31,60442,PNC
2000/1/31,60441,MIR
2000/1/31,11674,DTE
2000/1/31,14656,SUN
2000/1/31,75257,TLAB
2000/1/31,22592,MMM
2000/1/31,81774,FCX
2000/1/31,25419,WHR
2000/1/31,21371,CAH
2000/1/31,41443,AT
2000/1/31,43350,SWK
2000/1/31,72726,STT
2000/1/31,24942,RTN
2000/1/31,16432,GT
2000/1/31,59379,MEL
2000/1/31,62092,TMO
2000/1/31,44644,AUD
2000/1/31,34833,OXY
2000/1/31,27713,PEB
2000/1/31,47490,RML
2000/1/31,38703,WFC
2000/1/31,18411,SO
2000/1/31,12140,GR
2000/1/31,70229,SMS
2000/1/31,29946,BF
2000/1/31,75857,SLR
2000/1/31,13856,PEP
2000/1/31,77178,QCOM
2000/1/31,25267,RD
2000/1/31,21573,IP
2000/1/31,84372,NCR
2000/1/31,15659,UK
2000/1/31,37584,BEN
2000/1/31,23915,GP
2000/1/31,51043,FNM
2000/1/31,11703,DD
2000/1/31,28353,RAL
2000/1/31,22779,MOT
2000/1/31,11308,KO
2000/1/31,62148,CSX
2000/1/31,15368,CBS
2000/1/31,60097,MDT
2000/1/31,24803,WIN
2000/1/31,19561,BA
2000/1/31,81126,GDT
2000/1/31,78916,WPI
2000/1/31,43772,BMS
2000/1/31,66325,SLM
2000/1/31,61735,AOC
2000/1/31,42104,JOS
2000/1/31,16600,HSY
2000/1/31,22293,GLW
2000/1/31,86136,SRE
2000/1/31,55976,WMT
2000/1/31,47466,NYT
2000/1/31,41080,CUM
2000/1/31,22541,GPU
2000/1/31,42083,ACV
2000/1/31,24184,NMK
2000/1/31,75154,CCL
2000/1/31,83596,EDS
2000/1/31,28118,NC
2000/1/31,14736,TX
2000/1/31,82775,HIG
2000/1/31,64856,AZA
2000/1/31,69607,SEG
2000/1/31,59176,AXP
2000/1/31,15472,WWY
2000/1/31,19350,DE
2000/1/31,84381,ROK
2000/1/31,25013,SGP
2000/1/31,34817,NUE
2000/1/31,53831,CTX
2000/1/31,83583,WLP
2000/1/31,47896,CMB
2000/1/31,61743,DLX
2000/1/31,24811,OWC
2000/1/31,18092,BMET
2000/1/31,24205,FPL
2000/1/31,61241,AMD
2000/1/31,76129,COMS
2000/1/31,24459,PBI
2000/1/31,26112,DAL
2000/1/31,12490,IBM
2000/1/31,11404,ED
2000/1/31,75489,SPLS
2000/1/31,71298,ABX
2000/1/31,12546,N
2000/1/31,65787,TRB
2000/1/31,87055,COST
2000/1/31,59184,BUD
2000/1/31,91380,RBK
2000/1/31,38682,DNY
2000/1/31,75625,CS
2000/1/31,83435,YHOO
2000/1/31,13056,AM
2000/1/31,75333,BR
2000/1/31,60628,FDX
2000/1/31,43123,ATI
2000/1/31,48725,UNP
2000/1/31,45751,MMC
2000/1/31,25232,OKE
2000/1/31,79323,ALL
2000/1/31,12570,IIN
2000/1/31,77063,HCR
2000/1/31,34032,MAS
2000/1/31,66093,SBC
2000/1/31,86591,DPH
2000/1/31,45671,SFA
2000/1/31,11607,DCN
2000/1/31,14277,SLB
2000/1/31,77284,NXTL
2000/1/31,20124,HI
2000/1/31,76644,X
2000/1/31,51625,SRV
2000/1/31,11340,CG
2000/1/31,69032,MWD
2000/1/31,28222,APD
2000/1/31,66114,TIN
2000/1/31,17961,BGG
2000/1/31,76804,MTG
2000/1/31,27633,R
2000/1/31,11754,EK
2000/1/31,26657,GAP
2000/1/31,48960,KRI
2000/1/31,44601,AVY
2000/1/31,71175,UNM
2000/1/31,26382,FLR
2000/1/31,17478,MHP
2000/1/31,10516,ADM
2000/1/31,47175,CC
2000/1/31,58683,LUV
2000/1/31,25778,CA
2000/1/31,18681,TRW
2000/1/31,60871,ADI
2000/1/31,13928,P
2000/1/31,25769,KMG
2000/1/31,12749,KM
2000/1/31,24678,WLA
2000/1/31,76226,VIA
2000/1/31,66122,USW
2000/1/31,22496,FPC
2000/1/31,15202,VMC
2000/1/31,75646,AGN
2000/1/31,44062,SMI
2000/1/31,66157,USB
2000/1/31,64390,PGR
2000/1/31,11762,ETN
2000/1/31,11081,DELL
2000/1/31,67467,CNS
2000/1/31,17806,PD
2000/1/31,24109,AEP
2000/1/31,59328,INTC
2000/1/31,43553,VFC
2000/1/31,64936,D
2000/1/31,47159,FBF
2000/1/31,76090,HET
2000/1/31,11983,BGEN
2000/1/31,21979,CBE
2000/1/31,42796,MDP
2000/1/31,23712,PEG
2000/1/31,46578,CLX
2000/1/31,10874,BC
2000/1/31,36469,FTU
2000/1/31,10604,ARC
2000/1/31,81055,COF
2000/1/31,23026,FE
2000/1/31,54827,MOLX
2000/1/31,78083,PSFT
2000/1/31,17144,GIS
2000/1/31,11976,BMCS
2000/1/31,21186,W
2000/1/31,70500,CCE
2000/1/31,22752,MRK
2000/1/31,11850,XOM
2000/1/31,22517,PPL
2000/1/31,16678,KR
2000/1/31,36468,SHW
2000/1/31,21178,LMT
2000/1/31,14702,AMAT
2000/1/31,51588,SUB
2000/1/31,86414,PCS
2000/1/31,77462,FD
2000/1/31,81061,MCK
2000/1/31,12060,GE
2000/1/31,68144,STI
2000/1/31,75034,BHI
2000/1/31,58640,NT
2000/1/31,22509,PPG
2000/2/29,26382,FLR
2000/2/29,21979,CBE
2000/2/29,68144,STI
2000/2/29,86591,DPH
2000/2/29,21186,W
2000/2/29,48960,KRI
2000/2/29,69032,MWD
2000/2/29,13928,P
2000/2/29,59328,INTC
2000/2/29,11850,XOM
2000/2/29,77462,FD
2000/2/29,77284,NXTL
2000/2/29,76804,MTG
2000/2/29,47175,CC
2000/2/29,60871,ADI
2000/2/29,11762,ETN
2000/2/29,47159,FBF
2000/2/29,46578,CLX
2000/2/29,78083,PSFT
2000/2/29,76644,X
2000/2/29,17806,PD
2000/2/29,45671,SFA
2000/2/29,58640,NT
2000/2/29,77063,HCR
2000/2/29,14277,SLB
2000/2/29,17961,BGG
2000/2/29,11754,EK
2000/2/29,44601,AVY
2000/2/29,12749,KM
2000/2/29,18681,TRW
2000/2/29,54827,MOLX
2000/2/29,44062,SMI
2000/2/29,64390,PGR
2000/2/29,17478,MHP
2000/2/29,43553,VFC
2000/2/29,64936,D
2000/2/29,42796,MDP
2000/2/29,36469,FTU
2000/2/29,81055,COF
2000/2/29,11976,BMCS
2000/2/29,36468,SHW
2000/2/29,14702,AMAT
2000/2/29,81061,MCK
2000/2/29,12570,IIN
2000/2/29,34032,MAS
2000/2/29,66093,SBC
2000/2/29,11607,DCN
2000/2/29,11340,CG
2000/2/29,51625,SRV
2000/2/29,20124,HI
2000/2/29,28222,APD
2000/2/29,66114,TIN
2000/2/29,27633,R
2000/2/29,26657,GAP
2000/2/29,22496,FPC
2000/2/29,71175,UNM
2000/2/29,25778,CA
2000/2/29,10516,ADM
2000/2/29,76226,VIA
2000/2/29,75646,AGN
2000/2/29,25769,KMG
2000/2/29,24678,WLA
2000/2/29,66122,USW
2000/2/29,15202,VMC
2000/2/29,66157,USB
2000/2/29,11081,DELL
2000/2/29,24109,AEP
2000/2/29,76090,HET
2000/2/29,58683,LUV
2000/2/29,70500,CCE
2000/2/29,51588,SUB
2000/2/29,11983,BGEN
2000/2/29,23712,PEG
2000/2/29,10874,BC
2000/2/29,10604,ARC
2000/2/29,23026,FE
2000/2/29,17144,GIS
2000/2/29,67467,CNS
2000/2/29,22752,MRK
2000/2/29,22517,PPL
2000/2/29,16678,KR
2000/2/29,21178,LMT
2000/2/29,86414,PCS
2000/2/29,75034,BHI
2000/2/29,12060,GE
2000/2/29,22509,PPG
2000/2/29,77659,BBBY
2000/2/29,48071,JPM
2000/2/29,48514,IKN
2000/2/29,26825,K
2000/2/29,48506,DNB
2000/2/29,28484,AHC
2000/2/29,15579,TXN
2000/2/29,38156,WMB
2000/2/29,80080,EMN
2000/2/29,78139,CPWR
2000/2/29,49015,LNC
2000/2/29,77546,FDC
2000/2/29,18163,PG
2000/2/29,76557,KRB
2000/2/29,76201,XLNX
2000/2/29,75912,PMTC
2000/2/29,18403,JCP
2000/2/29,75573,ODP
2000/2/29,10890,UIS
2000/2/29,19916,VO
2000/2/29,13901,MO
2000/2/29,21397,CHA
2000/2/29,21936,PFE
2000/2/29,75181,PDG
2000/2/29,84020,RX
2000/2/29,27991,PNW
2000/2/29,38893,CGP
2000/2/29,14795,TKR
2000/2/29,75175,MBI
2000/2/29,71563,BBT
2000/2/29,22680,MZ
2000/2/29,39087,FON
2000/2/29,23473,CINF
2000/2/29,70332,APC
2000/2/29,68347,CPQ
2000/2/29,64282,LTD
2000/2/29,23819,HAL
2000/2/29,39642,BDX
2000/2/29,85348,YUM
2000/2/29,63060,WEN
2000/2/29,62770,ASO
2000/2/29,61583,FJ
2000/2/29,23990,ROH
2000/2/29,40272,IFF
2000/2/29,80599,LEH
2000/2/29,60986,NWL
2000/2/29,24010,ETR
2000/2/29,13100,MAY
2000/2/29,12511,MKG
2000/2/29,60506,PCAR
2000/2/29,85908,GRA
2000/2/29,85913,MAR
2000/2/29,59408,BAC
2000/2/29,57568,BLL
2000/2/29,10989,BFO
2000/2/29,24766,NOC
2000/2/29,12079,GM
2000/2/29,27828,HWP
2000/2/29,56232,NCC
2000/2/29,56223,LPX
2000/2/29,54463,PWJ
2000/2/29,88388,UMG
2000/2/29,25320,CPB
2000/2/29,85914,BBY
2000/2/29,14891,UCL
2000/2/29,27430,CTB
2000/2/29,52695,GWW
2000/2/29,45495,RDC
2000/2/29,25785,F
2000/2/29,86326,GBLX
2000/2/29,49744,PCH
2000/2/29,49680,DHR
2000/2/29,14323,ANDW
2000/2/29,77418,AOL
2000/2/29,25487,CD
2000/2/29,10353,ADPT
2000/2/29,40416,AVP
2000/2/29,10401,T
2000/2/29,14322,S
2000/2/29,41355,PH
2000/2/29,61065,TOY
2000/2/29,76149,SWY
2000/2/29,23931,NSP
2000/2/29,42534,JCI
2000/2/29,52476,EFX
2000/2/29,23114,CPL
2000/2/29,70536,SIAL
2000/2/29,35238,PBY
2000/2/29,36127,FSR
2000/2/29,52038,SYY
2000/2/29,85926,SEE
2000/2/29,13821,PGL
2000/2/29,10138,TROW
2000/2/29,19502,WAG
2000/2/29,59248,RKY
2000/2/29,51377,NSM
2000/2/29,10147,EMC
2000/2/29,42024,BCC
2000/2/29,62834,EC
2000/2/29,62308,TMK
2000/2/29,48653,HUM
2000/2/29,65138,ONE
2000/2/29,70578,ECL
2000/2/29,75186,SCH
2000/2/29,20853,UCM
2000/2/29,83601,WTHG
2000/2/29,10145,HON
2000/2/29,71686,SOTR
2000/2/29,77157,OI
2000/2/29,83440,AFS
2000/2/29,60599,CTL
2000/2/29,75789,FRE
2000/2/29,70519,C
2000/2/29,38914,CEN
2000/2/29,18016,HPC
2000/2/29,39490,APA
2000/2/29,13688,PCG
2000/2/29,49905,LIZ
2000/2/29,24221,CEG
2000/2/29,14541,CHV
2000/2/29,17726,CCK
2000/2/29,57817,JWN
2000/2/29,64629,MDR
2000/2/29,10225,FO
2000/2/29,82959,WLL
2000/2/29,42906,HBAN
2000/2/29,86496,CNXT
2000/2/29,45356,TYC
2000/2/29,26710,LTR
2000/2/29,15560,TAN
2000/2/29,10104,ORCL
2000/2/29,86041,YNR
2000/2/29,12503,NAV
2000/2/29,24539,OAT
2000/2/29,50906,ADCT
2000/2/29,25081,CMA
2000/2/29,10107,MSFT
2000/2/29,50876,LLY
2000/2/29,87029,COC
2000/2/29,64186,CI
2000/2/29,56274,CAG
2000/2/29,52919,MER
2000/2/29,10942,CMVT
2000/2/29,68304,BSC
2000/2/29,10693,HRC
2000/2/29,26518,BOL
2000/2/29,26075,EFU
2000/2/29,19895,MEA
2000/2/29,19692,ACK
2000/2/29,59192,CB
2000/2/29,82598,NTAP
2000/2/29,10078,SUNW
2000/2/29,46674,GPC
2000/2/29,82308,UPR
2000/2/29,20220,BDK
2000/2/29,52978,HAS
2000/2/29,40539,TJX
2000/2/29,46850,AET
2000/2/29,47941,GCI
2000/2/29,11042,WCOM
2000/2/29,24264,AL
2000/2/29,43449,MCD
2000/2/29,22840,SLE
2000/2/29,35044,RGBK
2000/2/29,81655,DRI
2000/2/29,49656,BK
2000/2/29,75510,ADBE
2000/2/29,30382,DG
2000/2/29,65883,BLS
2000/2/29,79237,RIG
2000/2/29,23309,HLT
2000/2/29,51369,TER
2000/2/29,24985,AEE
2000/2/29,20204,CR
2000/2/29,20482,ABT
2000/2/29,59010,GPS
2000/2/29,59440,SAFC
2000/2/29,26403,DIS
2000/2/29,64311,NSC
2000/2/29,23317,ENE
2000/2/29,13119,MYG
2000/2/29,14593,AAPL
2000/2/29,70033,HDI
2000/2/29,22066,NSI
2000/2/29,18921,RLM
2000/2/29,35051,PLL
2000/2/29,85073,PVN
2000/2/29,76171,COL
2000/2/29,61621,PAYX
2000/2/29,49154,TGT
2000/2/29,78263,UPC
2000/2/29,81193,TMC
2000/2/29,19166,FMC
2000/2/29,27959,DUK
2000/2/29,53479,GDW
2000/2/29,52337,THC
2000/2/29,90609,NOVL
2000/2/29,61663,TOS
2000/2/29,25953,DOV
2000/2/29,12319,HM
2000/2/29,26438,PRD
2000/2/29,18382,MTC
2000/2/29,76076,CSCO
2000/2/29,58990,DJ
2000/2/29,48397,AGC
2000/2/29,17750,KMB
2000/2/29,14008,AMGN
2000/2/29,21776,PE
2000/2/29,46886,KLAC
2000/2/29,50200,WB
2000/2/29,48485,JP
2000/2/29,27983,XRX
2000/2/29,39917,WY
2000/2/29,40483,TWX
2000/2/29,50227,BNI
2000/2/29,80470,QTRN
2000/2/29,19393,BMY
2000/2/29,42200,PKI
2000/2/29,82686,CTXS
2000/2/29,23077,HNZ
2000/2/29,11955,WMI
2000/2/29,32379,GLK
2000/2/29,65875,BEL
2000/2/29,24563,TXU
2000/2/29,24272,ASH
2000/2/29,24046,CCU
2000/2/29,21020,AMR
2000/2/29,15720,EIX
2000/2/29,21004,GTE
2000/2/29,68591,STJ
2000/2/29,57904,AFL
2000/2/29,59459,SPC
2000/2/29,60206,SNA
2000/2/29,46877,BCR
2000/2/29,44644,AUD
2000/2/29,24803,WIN
2000/2/29,26112,DAL
2000/2/29,51043,FNM
2000/2/29,78916,WPI
2000/2/29,43123,ATI
2000/2/29,77178,QCOM
2000/2/29,79323,ALL
2000/2/29,42083,ACV
2000/2/29,27713,PEB
2000/2/29,82775,HIG
2000/2/29,65787,TRB
2000/2/29,18411,SO
2000/2/29,12490,IBM
2000/2/29,60097,MDT
2000/2/29,25267,RD
2000/2/29,42104,JOS
2000/2/29,34833,OXY
2000/2/29,29946,BF
2000/2/29,71298,ABX
2000/2/29,25013,SGP
2000/2/29,83435,YHOO
2000/2/29,86136,SRE
2000/2/29,62092,TMO
2000/2/29,34817,NUE
2000/2/29,70229,SMS
2000/2/29,24184,NMK
2000/2/29,55976,WMT
2000/2/29,11703,DD
2000/2/29,23915,GP
2000/2/29,37584,BEN
2000/2/29,81126,GDT
2000/2/29,22293,GLW
2000/2/29,66325,SLM
2000/2/29,69607,SEG
2000/2/29,59176,AXP
2000/2/29,14736,TX
2000/2/29,47896,CMB
2000/2/29,24205,FPL
2000/2/29,91380,RBK
2000/2/29,13856,PEP
2000/2/29,12546,N
2000/2/29,38682,DNY
2000/2/29,45751,MMC
2000/2/29,22779,MOT
2000/2/29,48725,UNP
2000/2/29,24811,OWC
2000/2/29,47490,RML
2000/2/29,38703,WFC
2000/2/29,83596,EDS
2000/2/29,75857,SLR
2000/2/29,21573,IP
2000/2/29,15659,UK
2000/2/29,83583,WLP
2000/2/29,84372,NCR
2000/2/29,28353,RAL
2000/2/29,62148,CSX
2000/2/29,25232,OKE
2000/2/29,19561,BA
2000/2/29,61241,AMD
2000/2/29,43772,BMS
2000/2/29,75154,CCL
2000/2/29,61735,AOC
2000/2/29,16600,HSY
2000/2/29,22541,GPU
2000/2/29,47466,NYT
2000/2/29,41080,CUM
2000/2/29,28118,NC
2000/2/29,64856,AZA
2000/2/29,15368,CBS
2000/2/29,12140,GR
2000/2/29,19350,DE
2000/2/29,84381,ROK
2000/2/29,53831,CTX
2000/2/29,15472,WWY
2000/2/29,61743,DLX
2000/2/29,18092,BMET
2000/2/29,24459,PBI
2000/2/29,11404,ED
2000/2/29,75489,SPLS
2000/2/29,87055,COST
2000/2/29,11308,KO
2000/2/29,75333,BR
2000/2/29,75625,CS
2000/2/29,59184,BUD
2000/2/29,60628,FDX
2000/2/29,13056,AM
2000/2/29,76129,COMS
2000/2/29,86976,CNC
2000/2/29,79973,GTW
2000/2/29,24942,RTN
2000/2/29,82643,LXK
2000/2/29,18729,CL
2000/2/29,64995,KEY
2000/2/29,92655,UNH
2000/2/29,25419,WHR
2000/2/29,21792,REI
2000/2/29,54181,MIL
2000/2/29,53612,LDG
2000/2/29,77481,EPG
2000/2/29,66800,AIG
2000/2/29,53065,IPG
2000/2/29,76712,AES
2000/2/29,10786,BS
2000/2/29,57665,NKE
2000/2/29,10791,SGI
2000/2/29,50032,ABS
2000/2/29,76887,AW
2000/2/29,70092,KBH
2000/2/29,14656,SUN
2000/2/29,21371,CAH
2000/2/29,22103,EMR
2000/2/29,49429,DDS
2000/2/29,77605,BSX
2000/2/29,58246,NTRS
2000/2/29,83462,TUP
2000/2/29,15069,MRO
2000/2/29,12431,IR
2000/2/29,22111,JNJ
2000/2/29,49373,HRB
2000/2/29,48274,GAS
2000/2/29,48267,LSI
2000/2/29,15077,UST
2000/2/29,56573,ITW
2000/2/29,66181,HD
2000/2/29,46922,RAD
2000/2/29,15667,AHP
2000/2/29,44951,SVU
2000/2/29,77606,KSS
2000/2/29,76605,AZO
2000/2/29,76597,NGH
2000/2/29,21207,NEM
2000/2/29,85631,ADSK
2000/2/29,16424,G
2000/2/29,59345,OK
2000/2/29,59379,MEL
2000/2/29,16432,GT
2000/2/29,72726,STT
2000/2/29,12650,KSU
2000/2/29,43350,SWK
2000/2/29,41443,AT
2000/2/29,81774,FCX
2000/2/29,22592,MMM
2000/2/29,11674,DTE
2000/2/29,60441,MIR
2000/2/29,60442,PNC
2000/2/29,40838,H
2000/2/29,17005,CVS
2000/2/29,40125,CSC
2000/2/29,40061,TEK
2000/2/29,12052,GD
2000/2/29,39538,MAT
2000/2/29,20626,DOW
2000/2/29,11997,CMCSK
2000/2/29,38578,TNB
2000/2/29,54148,PHM
2000/2/29,81593,WM
2000/2/29,77768,PX
2000/2/29,83332,LU
2000/2/29,22613,NCE
2000/2/29,60943,LEG
2000/2/29,22947,CIN
2000/2/29,17830,UTX
2000/2/29,34746,FITB
2000/2/29,30681,OMC
2000/2/29,61399,LOW
2000/2/29,87292,PTV
2000/2/29,20053,SNV
2000/2/29,23229,CMS
2000/2/29,53613,MU
2000/2/29,28847,U
2000/2/29,18542,CAT
2000/2/29,23579,TXT
2000/2/29,28310,UN
2000/2/29,27887,BAX
2000/2/29,23851,CSR
2000/2/29,24643,AA
2000/2/29,75257,TLAB
2000/2/29,64565,CCR
2000/2/29,82647,PNU
2000/3/31,53065,IPG
2000/3/31,41443,AT
2000/3/31,77768,PX
2000/3/31,40838,H
2000/3/31,83332,LU
2000/3/31,18729,CL
2000/3/31,22103,EMR
2000/3/31,22613,NCE
2000/3/31,72726,STT
