gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,atq,costat
018872,2015-09-30,2015,3,INDL,C,D,STD,TWTR,USD,2015Q3,2015Q3,6289.0640,I
018872,2015-12-31,2015,4,INDL,C,D,STD,TWTR,USD,2015Q4,2015Q4,6442.4390,I
018872,2016-03-31,2016,1,INDL,C,D,STD,TWTR,USD,2016Q1,2016Q1,6476.1680,I
018872,2016-06-30,2016,2,INDL,C,D,STD,TWTR,USD,2016Q2,2016Q2,6616.8140,I
018872,2016-09-30,2016,3,INDL,C,D,STD,TWTR,USD,2016Q3,2016Q3,6742.9460,I
018872,2016-12-31,2016,4,INDL,C,D,STD,TWTR,USD,2016Q4,2016Q4,6870.3650,I
018872,2017-03-31,2017,1,INDL,C,D,STD,TWTR,USD,2017Q1,2017Q1,6892.7420,I
018872,2017-06-30,2017,2,INDL,C,D,STD,TWTR,USD,2017Q2,2017Q2,6963.0980,I
018872,2017-09-30,2017,3,INDL,C,D,STD,TWTR,USD,2017Q3,2017Q3,7075.7890,I
018872,2017-12-31,2017,4,INDL,C,D,STD,TWTR,USD,2017Q4,2017Q4,7412.4770,I
018872,2018-03-31,2018,1,INDL,C,D,STD,TWTR,USD,2018Q1,2018Q1,7539.4410,I
018872,2018-06-30,2018,2,INDL,C,D,STD,TWTR,USD,2018Q2,2018Q2,8861.2300,I
018872,2018-09-30,2018,3,INDL,C,D,STD,TWTR,USD,2018Q3,2018Q3,9746.1920,I
018872,2018-12-31,2018,4,INDL,C,D,STD,TWTR,USD,2018Q4,2018Q4,10162.5720,I
018872,2019-03-31,2019,1,INDL,C,D,STD,TWTR,USD,2019Q1,2019Q1,11145.2310,I
018872,2019-06-30,2019,2,INDL,C,D,STD,TWTR,USD,2019Q2,2019Q2,12521.6070,I
018872,2019-09-30,2019,3,INDL,C,D,STD,TWTR,USD,2019Q3,2019Q3,11600.9250,I
018872,2019-12-31,2019,4,INDL,C,D,STD,TWTR,USD,2019Q4,2019Q4,12703.3890,I
018872,2020-03-31,2020,1,INDL,C,D,STD,TWTR,USD,2020Q1,2020Q1,13540.7250,I
018872,2020-06-30,2020,2,INDL,C,D,STD,TWTR,USD,2020Q2,2020Q2,12547.5870,I
018872,2020-09-30,2020,3,INDL,C,D,STD,TWTR,USD,2020Q3,2020Q3,13088.7920,I
018872,2020-12-31,2020,4,INDL,C,D,STD,TWTR,USD,2020Q4,2020Q4,13379.0900,I
018872,2021-03-31,2021,1,INDL,C,D,STD,TWTR,USD,2021Q1,2021Q1,14984.0750,I
018872,2021-06-30,2021,2,INDL,C,D,STD,TWTR,USD,2021Q2,2021Q2,15323.2250,I
018872,2021-09-30,2021,3,INDL,C,D,STD,TWTR,USD,2021Q3,2021Q3,14589.3450,I
018872,2021-12-31,2021,4,INDL,C,D,STD,TWTR,USD,2021Q4,2021Q4,14059.5160,I
018872,2022-03-31,2022,1,INDL,C,D,STD,TWTR,USD,2022Q1,2022Q1,13550.9570,I
018872,2022-06-30,2022,2,INDL,C,D,STD,TWTR,USD,2022Q2,2022Q2,13579.2870,I
019574,2012-03-31,2012,1,INDL,C,D,STD,GCI,USD,2012Q1,2012Q1,,A
019574,2012-06-30,2012,2,INDL,C,D,STD,GCI,USD,2012Q2,2012Q2,,A
019574,2012-09-30,2012,3,INDL,C,D,STD,GCI,USD,2012Q3,2012Q3,,A
019574,2012-12-31,2012,4,INDL,C,D,STD,GCI,USD,2012Q4,2012Q4,469.7660,A
019574,2013-03-31,2013,1,INDL,C,D,STD,GCI,USD,2013Q1,2013Q1,,A
019574,2013-06-30,2013,2,INDL,C,D,STD,GCI,USD,2013Q2,2013Q2,433.7040,A
019574,2013-09-30,2013,3,INDL,C,D,STD,GCI,USD,2013Q3,2013Q3,426.9750,A
019574,2013-12-31,2013,4,INDL,C,D,STD,GCI,USD,2013Q4,2013Q4,689.9530,A
019574,2014-03-31,2014,1,INDL,C,D,STD,GCI,USD,2014Q1,2014Q1,670.6600,A
019574,2014-06-30,2014,2,INDL,C,D,STD,GCI,USD,2014Q2,2014Q2,670.5430,A
019574,2014-09-30,2014,3,INDL,C,D,STD,GCI,USD,2014Q3,2014Q3,830.0450,A
019574,2014-12-31,2014,4,INDL,C,D,STD,GCI,USD,2014Q4,2014Q4,825.0950,A
019574,2015-03-31,2015,1,INDL,C,D,STD,GCI,USD,2015Q1,2015Q1,1149.9850,A
019574,2015-06-30,2015,2,INDL,C,D,STD,GCI,USD,2015Q2,2015Q2,1185.4250,A
019574,2015-09-30,2015,3,INDL,C,D,STD,GCI,USD,2015Q3,2015Q3,1181.2760,A
019574,2015-12-31,2015,4,INDL,C,D,STD,GCI,USD,2015Q4,2015Q4,1200.2630,A
019574,2016-03-31,2016,1,INDL,C,D,STD,GCI,USD,2016Q1,2016Q1,1193.1900,A
019574,2016-06-30,2016,2,INDL,C,D,STD,GCI,USD,2016Q2,2016Q2,1188.8250,A
019574,2016-09-30,2016,3,INDL,C,D,STD,GCI,USD,2016Q3,2016Q3,1189.0280,A
019574,2016-12-31,2016,4,INDL,C,D,STD,GCI,USD,2016Q4,2016Q4,1336.0300,A
019574,2017-03-31,2017,1,INDL,C,D,STD,GCI,USD,2017Q1,2017Q1,1291.9110,A
019574,2017-06-30,2017,2,INDL,C,D,STD,GCI,USD,2017Q2,2017Q2,1253.3200,A
019574,2017-09-30,2017,3,INDL,C,D,STD,GCI,USD,2017Q3,2017Q3,1265.0470,A
019574,2017-12-31,2017,4,INDL,C,D,STD,GCI,USD,2017Q4,2017Q4,1283.5460,A
019574,2018-03-31,2018,1,INDL,C,D,STD,GCI,USD,2018Q1,2018Q1,1304.8700,A
019574,2018-06-30,2018,2,INDL,C,D,STD,GCI,USD,2018Q2,2018Q2,1430.0570,A
019574,2018-09-30,2018,3,INDL,C,D,STD,GCI,USD,2018Q3,2018Q3,1401.6000,A
019574,2018-12-31,2018,4,INDL,C,D,STD,GCI,USD,2018Q4,2018Q4,1443.8640,A
019574,2019-03-31,2019,1,INDL,C,D,STD,GCI,USD,2019Q1,2019Q1,1520.6680,A
019574,2019-06-30,2019,2,INDL,C,D,STD,GCI,USD,2019Q2,2019Q2,1487.8780,A
019574,2019-09-30,2019,3,INDL,C,D,STD,GCI,USD,2019Q3,2019Q3,1471.7530,A
019574,2019-12-31,2019,4,INDL,C,D,STD,GCI,USD,2019Q4,2019Q4,4020.1020,A
019574,2020-03-31,2020,1,INDL,C,D,STD,GCI,USD,2020Q1,2020Q1,3911.2110,A
019574,2020-06-30,2020,2,INDL,C,D,STD,GCI,USD,2020Q2,2020Q2,3337.9170,A
019574,2020-09-30,2020,3,INDL,C,D,STD,GCI,USD,2020Q3,2020Q3,3314.3030,A
019574,2020-12-31,2020,4,INDL,C,D,STD,GCI,USD,2020Q4,2020Q4,3108.9140,A
019574,2021-03-31,2021,1,INDL,C,D,STD,GCI,USD,2021Q1,2021Q1,3054.4510,A
019574,2021-06-30,2021,2,INDL,C,D,STD,GCI,USD,2021Q2,2021Q2,2973.7880,A
019574,2021-09-30,2021,3,INDL,C,D,STD,GCI,USD,2021Q3,2021Q3,2910.0030,A
019574,2021-12-31,2021,4,INDL,C,D,STD,GCI,USD,2021Q4,2021Q4,2828.0690,A
019574,2022-03-31,2022,1,INDL,C,D,STD,GCI,USD,2022Q1,2022Q1,2783.4430,A
019574,2022-06-30,2022,2,INDL,C,D,STD,GCI,USD,2022Q2,2022Q2,2653.6500,A
019574,2022-09-30,2022,3,INDL,C,D,STD,GCI,USD,2022Q3,2022Q3,2481.6520,A
019574,2022-12-31,2022,4,INDL,C,D,STD,GCI,USD,2022Q4,2022Q4,2393.5550,A
019574,2023-03-31,2023,1,INDL,C,D,STD,GCI,USD,2023Q1,2023Q1,2328.4340,A
019574,2023-06-30,2023,2,INDL,C,D,STD,GCI,USD,2023Q2,2023Q2,2306.8380,A
019574,2023-09-30,2023,3,INDL,C,D,STD,GCI,USD,2023Q3,2023Q3,2249.3770,A
020116,2012-03-31,2012,1,INDL,C,D,STD,PAYC,USD,2012Q1,2012Q1,,A
020116,2012-06-30,2012,2,INDL,C,D,STD,PAYC,USD,2012Q2,2012Q2,,A
020116,2012-09-30,2012,3,INDL,C,D,STD,PAYC,USD,2012Q3,2012Q3,,A
020116,2012-12-31,2012,4,INDL,C,D,STD,PAYC,USD,2012Q4,2012Q4,425.8570,A
020116,2013-03-31,2013,1,INDL,C,D,STD,PAYC,USD,2013Q1,2013Q1,,A
020116,2013-06-30,2013,2,INDL,C,D,STD,PAYC,USD,2013Q2,2013Q2,,A
020116,2013-09-30,2013,3,INDL,C,D,STD,PAYC,USD,2013Q3,2013Q3,,A
020116,2013-12-31,2013,4,INDL,C,D,STD,PAYC,USD,2013Q4,2013Q4,571.5670,A
020116,2014-03-31,2014,1,INDL,C,D,STD,PAYC,USD,2014Q1,2014Q1,532.2310,A
020116,2014-06-30,2014,2,INDL,C,D,STD,PAYC,USD,2014Q2,2014Q2,440.1950,A
020116,2014-09-30,2014,3,INDL,C,D,STD,PAYC,USD,2014Q3,2014Q3,522.9560,A
020116,2014-12-31,2014,4,INDL,C,D,STD,PAYC,USD,2014Q4,2014Q4,798.9420,A
020116,2015-03-31,2015,1,INDL,C,D,STD,PAYC,USD,2015Q1,2015Q1,739.5890,A
020116,2015-06-30,2015,2,INDL,C,D,STD,PAYC,USD,2015Q2,2015Q2,699.1820,A
020116,2015-09-30,2015,3,INDL,C,D,STD,PAYC,USD,2015Q3,2015Q3,781.5820,A
020116,2015-12-31,2015,4,INDL,C,D,STD,PAYC,USD,2015Q4,2015Q4,876.7730,A
020116,2016-03-31,2016,1,INDL,C,D,STD,PAYC,USD,2016Q1,2016Q1,1331.6320,A
020116,2016-06-30,2016,2,INDL,C,D,STD,PAYC,USD,2016Q2,2016Q2,1258.9830,A
020116,2016-09-30,2016,3,INDL,C,D,STD,PAYC,USD,2016Q3,2016Q3,820.9950,A
020116,2016-12-31,2016,4,INDL,C,D,STD,PAYC,USD,2016Q4,2016Q4,1078.6130,A
020116,2017-03-31,2017,1,INDL,C,D,STD,PAYC,USD,2017Q1,2017Q1,1218.5520,A
020116,2017-06-30,2017,2,INDL,C,D,STD,PAYC,USD,2017Q2,2017Q2,1045.9430,A
020116,2017-09-30,2017,3,INDL,C,D,STD,PAYC,USD,2017Q3,2017Q3,1069.9360,A
020116,2017-12-31,2017,4,INDL,C,D,STD,PAYC,USD,2017Q4,2017Q4,1355.1640,A
020116,2018-03-31,2018,1,INDL,C,D,STD,PAYC,USD,2018Q1,2018Q1,1608.1300,A
020116,2018-06-30,2018,2,INDL,C,D,STD,PAYC,USD,2018Q2,2018Q2,1418.9650,A
020116,2018-09-30,2018,3,INDL,C,D,STD,PAYC,USD,2018Q3,2018Q3,1468.1860,A
020116,2018-12-31,2018,4,INDL,C,D,STD,PAYC,USD,2018Q4,2018Q4,1521.9260,A
020116,2019-03-31,2019,1,INDL,C,D,STD,PAYC,USD,2019Q1,2019Q1,2062.8280,A
020116,2019-06-30,2019,2,INDL,C,D,STD,PAYC,USD,2019Q2,2019Q2,1826.1920,A
020116,2019-09-30,2019,3,INDL,C,D,STD,PAYC,USD,2019Q3,2019Q3,1592.0270,A
020116,2019-12-31,2019,4,INDL,C,D,STD,PAYC,USD,2019Q4,2019Q4,2486.9170,A
020116,2020-03-31,2020,1,INDL,C,D,STD,PAYC,USD,2020Q1,2020Q1,2309.7250,A
020116,2020-06-30,2020,2,INDL,C,D,STD,PAYC,USD,2020Q2,2020Q2,1921.5000,A
020116,2020-09-30,2020,3,INDL,C,D,STD,PAYC,USD,2020Q3,2020Q3,2485.1990,A
020116,2020-12-31,2020,4,INDL,C,D,STD,PAYC,USD,2020Q4,2020Q4,2607.9120,A
020116,2021-03-31,2021,1,INDL,C,D,STD,PAYC,USD,2021Q1,2021Q1,3406.7730,A
020116,2021-06-30,2021,2,INDL,C,D,STD,PAYC,USD,2021Q2,2021Q2,3233.0870,A
020116,2021-09-30,2021,3,INDL,C,D,STD,PAYC,USD,2021Q3,2021Q3,4218.0380,A
020116,2021-12-31,2021,4,INDL,C,D,STD,PAYC,USD,2021Q4,2021Q4,3215.1450,A
020116,2022-03-31,2022,1,INDL,C,D,STD,PAYC,USD,2022Q1,2022Q1,5444.5740,A
020116,2022-06-30,2022,2,INDL,C,D,STD,PAYC,USD,2022Q2,2022Q2,4891.7030,A
020116,2022-09-30,2022,3,INDL,C,D,STD,PAYC,USD,2022Q3,2022Q3,3314.5700,A
020116,2022-12-31,2022,4,INDL,C,D,STD,PAYC,USD,2022Q4,2022Q4,3902.5130,A
020116,2023-03-31,2023,1,INDL,C,D,STD,PAYC,USD,2023Q1,2023Q1,4241.6220,A
020116,2023-06-30,2023,2,INDL,C,D,STD,PAYC,USD,2023Q2,2023Q2,3951.3410,A
020116,2023-09-30,2023,3,INDL,C,D,STD,PAYC,USD,2023Q3,2023Q3,3856.1010,A
020228,2011-09-30,2012,1,INDL,C,D,STD,CTLT,USD,2011Q3,2012Q1,,A
020228,2011-12-31,2012,2,INDL,C,D,STD,CTLT,USD,2011Q4,2012Q2,,A
020228,2012-03-31,2012,3,INDL,C,D,STD,CTLT,USD,2012Q1,2012Q3,,A
020228,2012-06-30,2012,4,INDL,C,D,STD,CTLT,USD,2012Q2,2012Q4,3139.0000,A
020228,2012-09-30,2013,1,INDL,C,D,STD,CTLT,USD,2012Q3,2013Q1,,A
020228,2012-12-31,2013,2,INDL,C,D,STD,CTLT,USD,2012Q4,2013Q2,,A
020228,2013-03-31,2013,3,INDL,C,D,STD,CTLT,USD,2013Q1,2013Q3,,A
020228,2013-06-30,2013,4,INDL,C,D,STD,CTLT,USD,2013Q2,2013Q4,3056.8000,A
020228,2013-09-30,2014,1,INDL,C,D,STD,CTLT,USD,2013Q3,2014Q1,,A
020228,2013-12-31,2014,2,INDL,C,D,STD,CTLT,USD,2013Q4,2014Q2,,A
020228,2014-03-31,2014,3,INDL,C,D,STD,CTLT,USD,2014Q1,2014Q3,3091.0000,A
020228,2014-06-30,2014,4,INDL,C,D,STD,CTLT,USD,2014Q2,2014Q4,3090.2000,A
020228,2014-09-30,2015,1,INDL,C,D,STD,CTLT,USD,2014Q3,2015Q1,2951.3000,A
020228,2014-12-31,2015,2,INDL,C,D,STD,CTLT,USD,2014Q4,2015Q2,3038.1000,A
020228,2015-03-31,2015,3,INDL,C,D,STD,CTLT,USD,2015Q1,2015Q3,2974.1000,A
020228,2015-06-30,2015,4,INDL,C,D,STD,CTLT,USD,2015Q2,2015Q4,3145.4000,A
020228,2015-09-30,2016,1,INDL,C,D,STD,CTLT,USD,2015Q3,2016Q1,3056.4000,A
020228,2015-12-31,2016,2,INDL,C,D,STD,CTLT,USD,2015Q4,2016Q2,3035.2000,A
020228,2016-03-31,2016,3,INDL,C,D,STD,CTLT,USD,2016Q1,2016Q3,3057.7000,A
020228,2016-06-30,2016,4,INDL,C,D,STD,CTLT,USD,2016Q2,2016Q4,3091.1000,A
020228,2016-09-30,2017,1,INDL,C,D,STD,CTLT,USD,2016Q3,2017Q1,3128.1000,A
020228,2016-12-31,2017,2,INDL,C,D,STD,CTLT,USD,2016Q4,2017Q2,3154.3000,A
020228,2017-03-31,2017,3,INDL,C,D,STD,CTLT,USD,2017Q1,2017Q3,3285.2000,A
020228,2017-06-30,2017,4,INDL,C,D,STD,CTLT,USD,2017Q2,2017Q4,3454.3000,A
020228,2017-09-30,2018,1,INDL,C,D,STD,CTLT,USD,2017Q3,2018Q1,3784.8000,A
020228,2017-12-31,2018,2,INDL,C,D,STD,CTLT,USD,2017Q4,2018Q2,4387.1000,A
020228,2018-03-31,2018,3,INDL,C,D,STD,CTLT,USD,2018Q1,2018Q3,4554.1000,A
020228,2018-06-30,2018,4,INDL,C,D,STD,CTLT,USD,2018Q2,2018Q4,4531.1000,A
020228,2018-09-30,2019,1,INDL,C,D,STD,CTLT,USD,2018Q3,2019Q1,4499.8000,A
020228,2018-12-31,2019,2,INDL,C,D,STD,CTLT,USD,2018Q4,2019Q2,4441.6000,A
020228,2019-03-31,2019,3,INDL,C,D,STD,CTLT,USD,2019Q1,2019Q3,4493.1000,A
020228,2019-06-30,2019,4,INDL,C,D,STD,CTLT,USD,2019Q2,2019Q4,6184.0000,A
020228,2019-09-30,2020,1,INDL,C,D,STD,CTLT,USD,2019Q3,2020Q1,6119.5000,A
020228,2019-12-31,2020,2,INDL,C,D,STD,CTLT,USD,2019Q4,2020Q2,6195.3000,A
020228,2020-03-31,2020,3,INDL,C,D,STD,CTLT,USD,2020Q1,2020Q3,7079.6000,A
020228,2020-06-30,2020,4,INDL,C,D,STD,CTLT,USD,2020Q2,2020Q4,7776.5000,A
020228,2020-09-30,2021,1,INDL,C,D,STD,CTLT,USD,2020Q3,2021Q1,7984.2000,A
020228,2020-12-31,2021,2,INDL,C,D,STD,CTLT,USD,2020Q4,2021Q2,8198.1000,A
020228,2021-03-31,2021,3,INDL,C,D,STD,CTLT,USD,2021Q1,2021Q3,8769.1000,A
020228,2021-06-30,2021,4,INDL,C,D,STD,CTLT,USD,2021Q2,2021Q4,9112.0000,A
020228,2021-09-30,2022,1,INDL,C,D,STD,CTLT,USD,2021Q3,2022Q1,10183.0000,A
020228,2021-12-31,2022,2,INDL,C,D,STD,CTLT,USD,2021Q4,2022Q2,10203.0000,A
020228,2022-03-31,2022,3,INDL,C,D,STD,CTLT,USD,2022Q1,2022Q3,10322.0000,A
020228,2022-06-30,2022,4,INDL,C,D,STD,CTLT,USD,2022Q2,2022Q4,10508.0000,A
020228,2022-09-30,2023,1,INDL,C,D,STD,CTLT,USD,2022Q3,2023Q1,10205.0000,A
020228,2022-12-31,2023,2,INDL,C,D,STD,CTLT,USD,2022Q4,2023Q2,11147.0000,A
020228,2023-03-31,2023,3,INDL,C,D,STD,CTLT,USD,2023Q1,2023Q3,10830.0000,A
020228,2023-06-30,2023,4,INDL,C,D,STD,CTLT,USD,2023Q2,2023Q4,10777.0000,A
020228,2023-09-30,2024,1,INDL,C,D,STD,CTLT,USD,2023Q3,2024Q1,10023.0000,A
020232,2012-01-31,2012,1,INDL,C,D,STD,KEYS,USD,2011Q4,2012Q1,,A
020232,2012-04-30,2012,2,INDL,C,D,STD,KEYS,USD,2012Q1,2012Q2,,A
020232,2012-07-31,2012,3,INDL,C,D,STD,KEYS,USD,2012Q2,2012Q3,,A
020232,2012-10-31,2012,4,INDL,C,D,STD,KEYS,USD,2012Q3,2012Q4,2133.0000,A
020232,2013-01-31,2013,1,INDL,C,D,STD,KEYS,USD,2012Q4,2013Q1,,A
020232,2013-04-30,2013,2,INDL,C,D,STD,KEYS,USD,2013Q1,2013Q2,,A
020232,2013-07-31,2013,3,INDL,C,D,STD,KEYS,USD,2013Q2,2013Q3,,A
020232,2013-10-31,2013,4,INDL,C,D,STD,KEYS,USD,2013Q3,2013Q4,2028.0000,A
020232,2014-01-31,2014,1,INDL,C,D,STD,KEYS,USD,2013Q4,2014Q1,1932.0000,A
020232,2014-04-30,2014,2,INDL,C,D,STD,KEYS,USD,2014Q1,2014Q2,2010.0000,A
020232,2014-07-31,2014,3,INDL,C,D,STD,KEYS,USD,2014Q2,2014Q3,1999.0000,A
020232,2014-10-31,2014,4,INDL,C,D,STD,KEYS,USD,2014Q3,2014Q4,3050.0000,A
020232,2015-01-31,2015,1,INDL,C,D,STD,KEYS,USD,2014Q4,2015Q1,3029.0000,A
020232,2015-04-30,2015,2,INDL,C,D,STD,KEYS,USD,2015Q1,2015Q2,3061.0000,A
020232,2015-07-31,2015,3,INDL,C,D,STD,KEYS,USD,2015Q2,2015Q3,3097.0000,A
020232,2015-10-31,2015,4,INDL,C,D,STD,KEYS,USD,2015Q3,2015Q4,3508.0000,A
020232,2016-01-31,2016,1,INDL,C,D,STD,KEYS,USD,2015Q4,2016Q1,3481.0000,A
020232,2016-04-30,2016,2,INDL,C,D,STD,KEYS,USD,2016Q1,2016Q2,3655.0000,A
020232,2016-07-31,2016,3,INDL,C,D,STD,KEYS,USD,2016Q2,2016Q3,3675.0000,A
020232,2016-10-31,2016,4,INDL,C,D,STD,KEYS,USD,2016Q3,2016Q4,3803.0000,A
020232,2017-01-31,2017,1,INDL,C,D,STD,KEYS,USD,2016Q4,2017Q1,3869.0000,A
020232,2017-04-30,2017,2,INDL,C,D,STD,KEYS,USD,2017Q1,2017Q2,6014.0000,A
020232,2017-07-31,2017,3,INDL,C,D,STD,KEYS,USD,2017Q2,2017Q3,5840.0000,A
020232,2017-10-31,2017,4,INDL,C,D,STD,KEYS,USD,2017Q3,2017Q4,5933.0000,A
020232,2018-01-31,2018,1,INDL,C,D,STD,KEYS,USD,2017Q4,2018Q1,6050.0000,A
020232,2018-04-30,2018,2,INDL,C,D,STD,KEYS,USD,2018Q1,2018Q2,5923.0000,A
020232,2018-07-31,2018,3,INDL,C,D,STD,KEYS,USD,2018Q2,2018Q3,5846.0000,A
020232,2018-10-31,2018,4,INDL,C,D,STD,KEYS,USD,2018Q3,2018Q4,5824.0000,A
020232,2019-01-31,2019,1,INDL,C,D,STD,KEYS,USD,2018Q4,2019Q1,5978.0000,A
020232,2019-04-30,2019,2,INDL,C,D,STD,KEYS,USD,2019Q1,2019Q2,6190.0000,A
020232,2019-07-31,2019,3,INDL,C,D,STD,KEYS,USD,2019Q2,2019Q3,6348.0000,A
020232,2019-10-31,2019,4,INDL,C,D,STD,KEYS,USD,2019Q3,2019Q4,6623.0000,A
020232,2020-01-31,2020,1,INDL,C,D,STD,KEYS,USD,2019Q4,2020Q1,6841.0000,A
020232,2020-04-30,2020,2,INDL,C,D,STD,KEYS,USD,2020Q1,2020Q2,6757.0000,A
020232,2020-07-31,2020,3,INDL,C,D,STD,KEYS,USD,2020Q2,2020Q3,7161.0000,A
020232,2020-10-31,2020,4,INDL,C,D,STD,KEYS,USD,2020Q3,2020Q4,7218.0000,A
020232,2021-01-31,2021,1,INDL,C,D,STD,KEYS,USD,2020Q4,2021Q1,7494.0000,A
020232,2021-04-30,2021,2,INDL,C,D,STD,KEYS,USD,2021Q1,2021Q2,7686.0000,A
020232,2021-07-31,2021,3,INDL,C,D,STD,KEYS,USD,2021Q2,2021Q3,7804.0000,A
020232,2021-10-31,2021,4,INDL,C,D,STD,KEYS,USD,2021Q3,2021Q4,7781.0000,A
020232,2022-01-31,2022,1,INDL,C,D,STD,KEYS,USD,2021Q4,2022Q1,7728.0000,A
020232,2022-04-30,2022,2,INDL,C,D,STD,KEYS,USD,2022Q1,2022Q2,7764.0000,A
020232,2022-07-31,2022,3,INDL,C,D,STD,KEYS,USD,2022Q2,2022Q3,7852.0000,A
020232,2022-10-31,2022,4,INDL,C,D,STD,KEYS,USD,2022Q3,2022Q4,8098.0000,A
020232,2023-01-31,2023,1,INDL,C,D,STD,KEYS,USD,2022Q4,2023Q1,8448.0000,A
020232,2023-04-30,2023,2,INDL,C,D,STD,KEYS,USD,2023Q1,2023Q2,8708.0000,A
020232,2023-07-31,2023,3,INDL,C,D,STD,KEYS,USD,2023Q2,2023Q3,8826.0000,A
020232,2023-10-31,2023,4,INDL,C,D,STD,KEYS,USD,2023Q3,2023Q4,8683.0000,A
020430,2013-03-31,2013,1,INDL,C,D,STD,SLM,USD,2013Q1,2013Q1,,A
020430,2013-06-30,2013,2,INDL,C,D,STD,SLM,USD,2013Q2,2013Q2,,A
020430,2013-09-30,2013,3,INDL,C,D,STD,SLM,USD,2013Q3,2013Q3,,A
020430,2013-12-31,2013,4,INDL,C,D,STD,SLM,USD,2013Q4,2013Q4,,A
020430,2014-03-31,2014,1,INDL,C,D,STD,SLM,USD,2014Q1,2014Q1,,A
020430,2014-06-30,2014,2,INDL,C,D,STD,SLM,USD,2014Q2,2014Q2,11379.3390,A
020430,2014-09-30,2014,3,INDL,C,D,STD,SLM,USD,2014Q3,2014Q3,11714.9520,A
020430,2014-12-31,2014,4,INDL,C,D,STD,SLM,USD,2014Q4,2014Q4,12972.2430,A
020430,2015-03-31,2015,1,INDL,C,D,STD,SLM,USD,2015Q1,2015Q1,12933.5240,A
020430,2015-06-30,2015,2,INDL,C,D,STD,SLM,USD,2015Q2,2015Q2,12874.9610,A
020430,2015-09-30,2015,3,INDL,C,D,STD,SLM,USD,2015Q3,2015Q3,14450.5440,A
020430,2015-12-31,2015,4,INDL,C,D,STD,SLM,USD,2015Q4,2015Q4,15214.0980,A
020430,2016-03-31,2016,1,INDL,C,D,STD,SLM,USD,2016Q1,2016Q1,15324.7730,A
020430,2016-06-30,2016,2,INDL,C,D,STD,SLM,USD,2016Q2,2016Q2,15629.9290,A
020430,2016-09-30,2016,3,INDL,C,D,STD,SLM,USD,2016Q3,2016Q3,17745.6130,A
020430,2016-12-31,2016,4,INDL,C,D,STD,SLM,USD,2016Q4,2016Q4,18533.0030,A
020430,2017-03-31,2017,1,INDL,C,D,STD,SLM,USD,2017Q1,2017Q1,19236.5010,A
020430,2017-06-30,2017,2,INDL,C,D,STD,SLM,USD,2017Q2,2017Q2,19513.2960,A
020430,2017-09-30,2017,3,INDL,C,D,STD,SLM,USD,2017Q3,2017Q3,21016.1700,A
020430,2017-12-31,2017,4,INDL,C,D,STD,SLM,USD,2017Q4,2017Q4,21779.5840,A
020430,2018-03-31,2018,1,INDL,C,D,STD,SLM,USD,2018Q1,2018Q1,23406.3220,A
020430,2018-06-30,2018,2,INDL,C,D,STD,SLM,USD,2018Q2,2018Q2,24189.1760,A
020430,2018-09-30,2018,3,INDL,C,D,STD,SLM,USD,2018Q3,2018Q3,25691.1830,A
020430,2018-12-31,2018,4,INDL,C,D,STD,SLM,USD,2018Q4,2018Q4,26638.1730,A
020430,2019-03-31,2019,1,INDL,C,D,STD,SLM,USD,2019Q1,2019Q1,27613.6250,A
020430,2019-06-30,2019,2,INDL,C,D,STD,SLM,USD,2019Q2,2019Q2,29585.2260,A
020430,2019-09-30,2019,3,INDL,C,D,STD,SLM,USD,2019Q3,2019Q3,31160.2150,A
020430,2019-12-31,2019,4,INDL,C,D,STD,SLM,USD,2019Q4,2019Q4,32686.4790,A
020430,2020-03-31,2020,1,INDL,C,D,STD,SLM,USD,2020Q1,2020Q1,31760.8950,A
020430,2020-06-30,2020,2,INDL,C,D,STD,SLM,USD,2020Q2,2020Q2,30412.1100,A
020430,2020-09-30,2020,3,INDL,C,D,STD,SLM,USD,2020Q3,2020Q3,30642.4210,A
020430,2020-12-31,2020,4,INDL,C,D,STD,SLM,USD,2020Q4,2020Q4,30770.4230,A
020430,2021-03-31,2021,1,INDL,C,D,STD,SLM,USD,2021Q1,2021Q1,30628.0050,A
020430,2021-06-30,2021,2,INDL,C,D,STD,SLM,USD,2021Q2,2021Q2,28925.1750,A
020430,2021-09-30,2021,3,INDL,C,D,STD,SLM,USD,2021Q3,2021Q3,28791.1390,A
020430,2021-12-31,2021,4,INDL,C,D,STD,SLM,USD,2021Q4,2021Q4,29221.8990,A
020430,2022-03-31,2022,1,INDL,C,D,STD,SLM,USD,2022Q1,2022Q1,29051.8290,A
020430,2022-06-30,2022,2,INDL,C,D,STD,SLM,USD,2022Q2,2022Q2,27498.7730,A
020430,2022-09-30,2022,3,INDL,C,D,STD,SLM,USD,2022Q3,2022Q3,29139.0880,A
020430,2022-12-31,2022,4,INDL,C,D,STD,SLM,USD,2022Q4,2022Q4,28811.0290,A
020430,2023-03-31,2023,1,INDL,C,D,STD,SLM,USD,2023Q1,2023Q1,29453.9010,A
020430,2023-06-30,2023,2,INDL,C,D,STD,SLM,USD,2023Q2,2023Q2,27708.4030,A
020430,2023-09-30,2023,3,INDL,C,D,STD,SLM,USD,2023Q3,2023Q3,29273.2190,A
