gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,atq,costat
001913,2021-12-31,2021,4,INDL,C,D,STD,AVY,USD,2021Q4,2021Q4,7971.6000,A
001913,2022-03-31,2022,1,INDL,C,D,STD,AVY,USD,2022Q1,2022Q1,8138.8000,A
001913,2022-06-30,2022,2,INDL,C,D,STD,AVY,USD,2022Q2,2022Q2,8092.4000,A
001913,2022-09-30,2022,3,INDL,C,D,STD,AVY,USD,2022Q3,2022Q3,8042.3000,A
001913,2022-12-31,2022,4,INDL,C,D,STD,AVY,USD,2022Q4,2022Q4,7950.5000,A
001913,2023-03-31,2023,1,INDL,C,D,STD,AVY,USD,2023Q1,2023Q1,8222.3000,A
001913,2023-06-30,2023,2,INDL,C,D,STD,AVY,USD,2023Q2,2023Q2,8266.3000,A
001913,2023-09-30,2023,3,INDL,C,D,STD,AVY,USD,2023Q3,2023Q3,8133.1000,A
001920,2010-03-31,2010,1,INDL,C,D,STD,AVP,USD,2010Q1,2010Q1,6818.5000,A
001920,2010-06-30,2010,2,INDL,C,D,STD,AVP,USD,2010Q2,2010Q2,6725.2000,A
001920,2010-09-30,2010,3,INDL,C,D,STD,AVP,USD,2010Q3,2010Q3,7807.2000,A
001920,2010-12-31,2010,4,INDL,C,D,STD,AVP,USD,2010Q4,2010Q4,7873.7000,A
001920,2011-03-31,2011,1,INDL,C,D,STD,AVP,USD,2011Q1,2011Q1,7887.1000,A
001920,2011-06-30,2011,2,INDL,C,D,STD,AVP,USD,2011Q2,2011Q2,8116.8000,A
001920,2011-09-30,2011,3,INDL,C,D,STD,AVP,USD,2011Q3,2011Q3,7879.4000,A
001920,2011-12-31,2011,4,INDL,C,D,STD,AVP,USD,2011Q4,2011Q4,7735.0000,A
001920,2012-03-31,2012,1,INDL,C,D,STD,AVP,USD,2012Q1,2012Q1,7783.3000,A
001920,2012-06-30,2012,2,INDL,C,D,STD,AVP,USD,2012Q2,2012Q2,7702.6000,A
001920,2012-09-30,2012,3,INDL,C,D,STD,AVP,USD,2012Q3,2012Q3,7652.0000,A
001920,2012-12-31,2012,4,INDL,C,D,STD,AVP,USD,2012Q4,2012Q4,7382.5000,A
001920,2013-03-31,2013,1,INDL,C,D,STD,AVP,USD,2013Q1,2013Q1,7573.7000,A
001920,2013-06-30,2013,2,INDL,C,D,STD,AVP,USD,2013Q2,2013Q2,6685.3000,A
001920,2013-09-30,2013,3,INDL,C,D,STD,AVP,USD,2013Q3,2013Q3,6528.3000,A
001920,2013-12-31,2013,4,INDL,C,D,STD,AVP,USD,2013Q4,2013Q4,6492.3000,A
001920,2014-03-31,2014,1,INDL,C,D,STD,AVP,USD,2014Q1,2014Q1,6084.9000,A
001920,2014-06-30,2014,2,INDL,C,D,STD,AVP,USD,2014Q2,2014Q2,6115.2000,A
001920,2014-09-30,2014,3,INDL,C,D,STD,AVP,USD,2014Q3,2014Q3,6090.4000,A
001920,2014-12-31,2014,4,INDL,C,D,STD,AVP,USD,2014Q4,2014Q4,5496.8000,A
001920,2015-03-31,2015,1,INDL,C,D,STD,AVP,USD,2015Q1,2015Q1,4872.3000,A
001920,2015-06-30,2015,2,INDL,C,D,STD,AVP,USD,2015Q2,2015Q2,4988.6000,A
001920,2015-09-30,2015,3,INDL,C,D,STD,AVP,USD,2015Q3,2015Q3,3774.7000,A
001920,2015-12-31,2015,4,INDL,C,D,STD,AVP,USD,2015Q4,2015Q4,3879.5000,A
001920,2016-03-31,2016,1,INDL,C,D,STD,AVP,USD,2016Q1,2016Q1,3629.1000,A
001920,2016-06-30,2016,2,INDL,C,D,STD,AVP,USD,2016Q2,2016Q2,3638.1000,A
001920,2016-09-30,2016,3,INDL,C,D,STD,AVP,USD,2016Q3,2016Q3,3905.5000,A
001920,2016-12-31,2016,4,INDL,C,D,STD,AVP,USD,2016Q4,2016Q4,3418.9000,A
001920,2017-03-31,2017,1,INDL,C,D,STD,AVP,USD,2017Q1,2017Q1,3426.2000,A
001920,2017-06-30,2017,2,INDL,C,D,STD,AVP,USD,2017Q2,2017Q2,3467.5000,A
001920,2017-09-30,2017,3,INDL,C,D,STD,AVP,USD,2017Q3,2017Q3,3516.6000,A
001920,2017-12-31,2017,4,INDL,C,D,STD,AVP,USD,2017Q4,2017Q4,3697.9000,A
001920,2018-03-31,2018,1,INDL,C,D,STD,AVP,USD,2018Q1,2018Q1,3640.4000,A
001920,2018-06-30,2018,2,INDL,C,D,STD,AVP,USD,2018Q2,2018Q2,3086.4000,A
001920,2018-09-30,2018,3,INDL,C,D,STD,AVP,USD,2018Q3,2018Q3,3074.6000,A
001920,2018-12-31,2018,4,INDL,C,D,STD,AVP,USD,2018Q4,2018Q4,3010.0000,A
001920,2019-03-31,2019,1,INDL,C,D,STD,AVP,USD,2019Q1,2019Q1,2997.5000,A
001920,2019-06-30,2019,2,INDL,C,D,STD,AVP,USD,2019Q2,2019Q2,2971.2000,A
001920,2019-09-30,2019,3,INDL,C,D,STD,AVP,USD,2019Q3,2019Q3,3070.2000,A
001976,2010-03-31,2010,1,INDL,C,D,STD,BHI,USD,2010Q1,2010Q1,11630.0000,I
001976,2010-06-30,2010,2,INDL,C,D,STD,BHI,USD,2010Q2,2010Q2,21145.0000,I
001976,2010-09-30,2010,3,INDL,C,D,STD,BHI,USD,2010Q3,2010Q3,22462.0000,I
001976,2010-12-31,2010,4,INDL,C,D,STD,BHI,USD,2010Q4,2010Q4,22986.0000,I
001976,2011-03-31,2011,1,INDL,C,D,STD,BHI,USD,2011Q1,2011Q1,23497.0000,I
001976,2011-06-30,2011,2,INDL,C,D,STD,BHI,USD,2011Q2,2011Q2,23554.0000,I
001976,2011-09-30,2011,3,INDL,C,D,STD,BHI,USD,2011Q3,2011Q3,24351.0000,I
001976,2011-12-31,2011,4,INDL,C,D,STD,BHI,USD,2011Q4,2011Q4,24847.0000,I
001976,2012-03-31,2012,1,INDL,C,D,STD,BHI,USD,2012Q1,2012Q1,25558.0000,I
001976,2012-06-30,2012,2,INDL,C,D,STD,BHI,USD,2012Q2,2012Q2,26188.0000,I
001976,2012-09-30,2012,3,INDL,C,D,STD,BHI,USD,2012Q3,2012Q3,26756.0000,I
001976,2012-12-31,2012,4,INDL,C,D,STD,BHI,USD,2012Q4,2012Q4,26689.0000,I
001976,2013-03-31,2013,1,INDL,C,D,STD,BHI,USD,2013Q1,2013Q1,27154.0000,I
001976,2013-06-30,2013,2,INDL,C,D,STD,BHI,USD,2013Q2,2013Q2,27350.0000,I
001976,2013-09-30,2013,3,INDL,C,D,STD,BHI,USD,2013Q3,2013Q3,28074.0000,I
001976,2013-12-31,2013,4,INDL,C,D,STD,BHI,USD,2013Q4,2013Q4,27934.0000,I
001976,2014-03-31,2014,1,INDL,C,D,STD,BHI,USD,2014Q1,2014Q1,27896.0000,I
001976,2014-06-30,2014,2,INDL,C,D,STD,BHI,USD,2014Q2,2014Q2,28277.0000,I
001976,2014-09-30,2014,3,INDL,C,D,STD,BHI,USD,2014Q3,2014Q3,28642.0000,I
001976,2014-12-31,2014,4,INDL,C,D,STD,BHI,USD,2014Q4,2014Q4,28827.0000,I
001976,2015-03-31,2015,1,INDL,C,D,STD,BHI,USD,2015Q1,2015Q1,26926.0000,I
001976,2015-06-30,2015,2,INDL,C,D,STD,BHI,USD,2015Q2,2015Q2,26018.0000,I
001976,2015-09-30,2015,3,INDL,C,D,STD,BHI,USD,2015Q3,2015Q3,25416.0000,I
001976,2015-12-31,2015,4,INDL,C,D,STD,BHI,USD,2015Q4,2015Q4,24080.0000,I
001976,2016-03-31,2016,1,INDL,C,D,STD,BHI,USD,2016Q1,2016Q1,22936.0000,I
001976,2016-06-30,2016,2,INDL,C,D,STD,BHI,USD,2016Q2,2016Q2,20319.0000,I
001976,2016-09-30,2016,3,INDL,C,D,STD,BHI,USD,2016Q3,2016Q3,19491.0000,I
001976,2016-12-31,2016,4,INDL,C,D,STD,BHI,USD,2016Q4,2016Q4,19034.0000,I
001976,2017-03-31,2017,1,INDL,C,D,STD,BHI,USD,2017Q1,2017Q1,18676.0000,I
001976,2017-06-30,2017,2,INDL,C,D,STD,BHI,USD,2017Q2,2017Q2,18675.0000,I
001988,2010-03-31,2010,1,INDL,C,D,STD,BALL,USD,2010Q1,2010Q1,7035.7000,A
001988,2010-06-30,2010,2,INDL,C,D,STD,BALL,USD,2010Q2,2010Q2,6618.3000,A
001988,2010-09-30,2010,3,INDL,C,D,STD,BALL,USD,2010Q3,2010Q3,6979.1000,A
001988,2010-12-31,2010,4,INDL,C,D,STD,BALL,USD,2010Q4,2010Q4,6927.7000,A
001988,2011-03-31,2011,1,INDL,C,D,STD,BALL,USD,2011Q1,2011Q1,7783.0000,A
001988,2011-06-30,2011,2,INDL,C,D,STD,BALL,USD,2011Q2,2011Q2,7850.4000,A
001988,2011-09-30,2011,3,INDL,C,D,STD,BALL,USD,2011Q3,2011Q3,7538.4000,A
001988,2011-12-31,2011,4,INDL,C,D,STD,BALL,USD,2011Q4,2011Q4,7284.6000,A
001988,2012-03-31,2012,1,INDL,C,D,STD,BALL,USD,2012Q1,2012Q1,7559.4000,A
001988,2012-06-30,2012,2,INDL,C,D,STD,BALL,USD,2012Q2,2012Q2,7439.5000,A
001988,2012-09-30,2012,3,INDL,C,D,STD,BALL,USD,2012Q3,2012Q3,7524.0000,A
001988,2012-12-31,2012,4,INDL,C,D,STD,BALL,USD,2012Q4,2012Q4,7507.1000,A
001988,2013-03-31,2013,1,INDL,C,D,STD,BALL,USD,2013Q1,2013Q1,7776.0000,A
001988,2013-06-30,2013,2,INDL,C,D,STD,BALL,USD,2013Q2,2013Q2,7815.6000,A
001988,2013-09-30,2013,3,INDL,C,D,STD,BALL,USD,2013Q3,2013Q3,7709.2000,A
001988,2013-12-31,2013,4,INDL,C,D,STD,BALL,USD,2013Q4,2013Q4,7819.8000,A
001988,2014-03-31,2014,1,INDL,C,D,STD,BALL,USD,2014Q1,2014Q1,7744.5000,A
001988,2014-06-30,2014,2,INDL,C,D,STD,BALL,USD,2014Q2,2014Q2,7771.4000,A
001988,2014-09-30,2014,3,INDL,C,D,STD,BALL,USD,2014Q3,2014Q3,7614.9000,A
001988,2014-12-31,2014,4,INDL,C,D,STD,BALL,USD,2014Q4,2014Q4,7571.0000,A
001988,2015-03-31,2015,1,INDL,C,D,STD,BALL,USD,2015Q1,2015Q1,7660.5000,A
001988,2015-06-30,2015,2,INDL,C,D,STD,BALL,USD,2015Q2,2015Q2,7852.9000,A
001988,2015-09-30,2015,3,INDL,C,D,STD,BALL,USD,2015Q3,2015Q3,7727.0000,A
001988,2015-12-31,2015,4,INDL,C,D,STD,BALL,USD,2015Q4,2015Q4,9777.0000,A
001988,2016-03-31,2016,1,INDL,C,D,STD,BALL,USD,2016Q1,2016Q1,10059.0000,A
001988,2016-06-30,2016,2,INDL,C,D,STD,BALL,USD,2016Q2,2016Q2,25077.0000,A
001988,2016-09-30,2016,3,INDL,C,D,STD,BALL,USD,2016Q3,2016Q3,17060.0000,A
001988,2016-12-31,2016,4,INDL,C,D,STD,BALL,USD,2016Q4,2016Q4,16173.0000,A
001988,2017-03-31,2017,1,INDL,C,D,STD,BALL,USD,2017Q1,2017Q1,16644.0000,A
001988,2017-06-30,2017,2,INDL,C,D,STD,BALL,USD,2017Q2,2017Q2,16721.0000,A
001988,2017-09-30,2017,3,INDL,C,D,STD,BALL,USD,2017Q3,2017Q3,17003.0000,A
001988,2017-12-31,2017,4,INDL,C,D,STD,BALL,USD,2017Q4,2017Q4,17169.0000,A
001988,2018-03-31,2018,1,INDL,C,D,STD,BALL,USD,2018Q1,2018Q1,17731.0000,A
001988,2018-06-30,2018,2,INDL,C,D,STD,BALL,USD,2018Q2,2018Q2,17535.0000,A
001988,2018-09-30,2018,3,INDL,C,D,STD,BALL,USD,2018Q3,2018Q3,16470.0000,A
001988,2018-12-31,2018,4,INDL,C,D,STD,BALL,USD,2018Q4,2018Q4,16554.0000,A
001988,2019-03-31,2019,1,INDL,C,D,STD,BALL,USD,2019Q1,2019Q1,16923.0000,A
001988,2019-06-30,2019,2,INDL,C,D,STD,BALL,USD,2019Q2,2019Q2,17109.0000,A
001988,2019-09-30,2019,3,INDL,C,D,STD,BALL,USD,2019Q3,2019Q3,16237.0000,A
001988,2019-12-31,2019,4,INDL,C,D,STD,BALL,USD,2019Q4,2019Q4,17360.0000,A
001988,2020-03-31,2020,1,INDL,C,D,STD,BALL,USD,2020Q1,2020Q1,16545.0000,A
001988,2020-06-30,2020,2,INDL,C,D,STD,BALL,USD,2020Q2,2020Q2,16610.0000,A
001988,2020-09-30,2020,3,INDL,C,D,STD,BALL,USD,2020Q3,2020Q3,16972.0000,A
001988,2020-12-31,2020,4,INDL,C,D,STD,BALL,USD,2020Q4,2020Q4,18252.0000,A
001988,2021-03-31,2021,1,INDL,C,D,STD,BALL,USD,2021Q1,2021Q1,17979.0000,A
001988,2021-06-30,2021,2,INDL,C,D,STD,BALL,USD,2021Q2,2021Q2,19146.0000,A
001988,2021-09-30,2021,3,INDL,C,D,STD,BALL,USD,2021Q3,2021Q3,20132.0000,A
001988,2021-12-31,2021,4,INDL,C,D,STD,BALL,USD,2021Q4,2021Q4,19714.0000,A
001988,2022-03-31,2022,1,INDL,C,D,STD,BALL,USD,2022Q1,2022Q1,20926.0000,A
001988,2022-06-30,2022,2,INDL,C,D,STD,BALL,USD,2022Q2,2022Q2,20926.0000,A
001988,2022-09-30,2022,3,INDL,C,D,STD,BALL,USD,2022Q3,2022Q3,20053.0000,A
001988,2022-12-31,2022,4,INDL,C,D,STD,BALL,USD,2022Q4,2022Q4,19909.0000,A
001988,2023-03-31,2023,1,INDL,C,D,STD,BALL,USD,2023Q1,2023Q1,20109.0000,A
001988,2023-06-30,2023,2,INDL,C,D,STD,BALL,USD,2023Q2,2023Q2,20171.0000,A
001988,2023-09-30,2023,3,INDL,C,D,STD,BALL,USD,2023Q3,2023Q3,19932.0000,A
002019,2010-03-31,2010,1,INDL,C,D,STD,BK,USD,2010Q1,2010Q1,220551.0000,A
002019,2010-06-30,2010,2,INDL,C,D,STD,BK,USD,2010Q2,2010Q2,235693.0000,A
002019,2010-09-30,2010,3,INDL,C,D,STD,BK,USD,2010Q3,2010Q3,254157.0000,A
002019,2010-12-31,2010,4,INDL,C,D,STD,BK,USD,2010Q4,2010Q4,247259.0000,A
002019,2011-03-31,2011,1,INDL,C,D,STD,BK,USD,2011Q1,2011Q1,266444.0000,A
002019,2011-06-30,2011,2,INDL,C,D,STD,BK,USD,2011Q2,2011Q2,304706.0000,A
002019,2011-09-30,2011,3,INDL,C,D,STD,BK,USD,2011Q3,2011Q3,322187.0000,A
002019,2011-12-31,2011,4,INDL,C,D,STD,BK,USD,2011Q4,2011Q4,325266.0000,A
002019,2012-03-31,2012,1,INDL,C,D,STD,BK,USD,2012Q1,2012Q1,300169.0000,A
002019,2012-06-30,2012,2,INDL,C,D,STD,BK,USD,2012Q2,2012Q2,330283.0000,A
002019,2012-09-30,2012,3,INDL,C,D,STD,BK,USD,2012Q3,2012Q3,339944.0000,A
002019,2012-12-31,2012,4,INDL,C,D,STD,BK,USD,2012Q4,2012Q4,358990.0000,A
002019,2013-03-31,2013,1,INDL,C,D,STD,BK,USD,2013Q1,2013Q1,355942.0000,A
002019,2013-06-30,2013,2,INDL,C,D,STD,BK,USD,2013Q2,2013Q2,360505.0000,A
002019,2013-09-30,2013,3,INDL,C,D,STD,BK,USD,2013Q3,2013Q3,371952.0000,A
002019,2013-12-31,2013,4,INDL,C,D,STD,BK,USD,2013Q4,2013Q4,374310.0000,A
002019,2014-03-31,2014,1,INDL,C,D,STD,BK,USD,2014Q1,2014Q1,368241.0000,A
002019,2014-06-30,2014,2,INDL,C,D,STD,BK,USD,2014Q2,2014Q2,400740.0000,A
002019,2014-09-30,2014,3,INDL,C,D,STD,BK,USD,2014Q3,2014Q3,386296.0000,A
002019,2014-12-31,2014,4,INDL,C,D,STD,BK,USD,2014Q4,2014Q4,385303.0000,A
002019,2015-03-31,2015,1,INDL,C,D,STD,BK,USD,2015Q1,2015Q1,399088.0000,A
002019,2015-06-30,2015,2,INDL,C,D,STD,BK,USD,2015Q2,2015Q2,395254.0000,A
002019,2015-09-30,2015,3,INDL,C,D,STD,BK,USD,2015Q3,2015Q3,377371.0000,A
002019,2015-12-31,2015,4,INDL,C,D,STD,BK,USD,2015Q4,2015Q4,393780.0000,A
002019,2016-03-31,2016,1,INDL,C,D,STD,BK,USD,2016Q1,2016Q1,372870.0000,A
002019,2016-06-30,2016,2,INDL,C,D,STD,BK,USD,2016Q2,2016Q2,372351.0000,A
002019,2016-09-30,2016,3,INDL,C,D,STD,BK,USD,2016Q3,2016Q3,374114.0000,A
002019,2016-12-31,2016,4,INDL,C,D,STD,BK,USD,2016Q4,2016Q4,333469.0000,A
002019,2017-03-31,2017,1,INDL,C,D,STD,BK,USD,2017Q1,2017Q1,337536.0000,A
002019,2017-06-30,2017,2,INDL,C,D,STD,BK,USD,2017Q2,2017Q2,354815.0000,A
002019,2017-09-30,2017,3,INDL,C,D,STD,BK,USD,2017Q3,2017Q3,354397.0000,A
002019,2017-12-31,2017,4,INDL,C,D,STD,BK,USD,2017Q4,2017Q4,371758.0000,A
002019,2018-03-31,2018,1,INDL,C,D,STD,BK,USD,2018Q1,2018Q1,373597.0000,A
002019,2018-06-30,2018,2,INDL,C,D,STD,BK,USD,2018Q2,2018Q2,352928.0000,A
002019,2018-09-30,2018,3,INDL,C,D,STD,BK,USD,2018Q3,2018Q3,349770.0000,A
002019,2018-12-31,2018,4,INDL,C,D,STD,BK,USD,2018Q4,2018Q4,362873.0000,A
002019,2019-03-31,2019,1,INDL,C,D,STD,BK,USD,2019Q1,2019Q1,346132.0000,A
002019,2019-06-30,2019,2,INDL,C,D,STD,BK,USD,2019Q2,2019Q2,381168.0000,A
002019,2019-09-30,2019,3,INDL,C,D,STD,BK,USD,2019Q3,2019Q3,373168.0000,A
002019,2019-12-31,2019,4,INDL,C,D,STD,BK,USD,2019Q4,2019Q4,381508.0000,A
002019,2020-03-31,2020,1,INDL,C,D,STD,BK,USD,2020Q1,2020Q1,468155.0000,A
002019,2020-06-30,2020,2,INDL,C,D,STD,BK,USD,2020Q2,2020Q2,442316.0000,A
002019,2020-09-30,2020,3,INDL,C,D,STD,BK,USD,2020Q3,2020Q3,428398.0000,A
002019,2020-12-31,2020,4,INDL,C,D,STD,BK,USD,2020Q4,2020Q4,469633.0000,A
002019,2021-03-31,2021,1,INDL,C,D,STD,BK,USD,2021Q1,2021Q1,464984.0000,A
002019,2021-06-30,2021,2,INDL,C,D,STD,BK,USD,2021Q2,2021Q2,466963.0000,A
002019,2021-09-30,2021,3,INDL,C,D,STD,BK,USD,2021Q3,2021Q3,470533.0000,A
002019,2021-12-31,2021,4,INDL,C,D,STD,BK,USD,2021Q4,2021Q4,444438.0000,A
002019,2022-03-31,2022,1,INDL,C,D,STD,BK,USD,2022Q1,2022Q1,473811.0000,A
002019,2022-06-30,2022,2,INDL,C,D,STD,BK,USD,2022Q2,2022Q2,452621.0000,A
002019,2022-09-30,2022,3,INDL,C,D,STD,BK,USD,2022Q3,2022Q3,427953.0000,A
002019,2022-12-31,2022,4,INDL,C,D,STD,BK,USD,2022Q4,2022Q4,405783.0000,A
002019,2023-03-31,2023,1,INDL,C,D,STD,BK,USD,2023Q1,2023Q1,425112.0000,A
002019,2023-06-30,2023,2,INDL,C,D,STD,BK,USD,2023Q2,2023Q2,430382.0000,A
002019,2023-09-30,2023,3,INDL,C,D,STD,BK,USD,2023Q3,2023Q3,405248.0000,A
002044,2010-03-31,2010,1,INDL,C,D,STD,BCR,USD,2010Q1,2010Q1,2922.2000,I
002044,2010-06-30,2010,2,INDL,C,D,STD,BCR,USD,2010Q2,2010Q2,2856.9000,I
002044,2010-09-30,2010,3,INDL,C,D,STD,BCR,USD,2010Q3,2010Q3,3159.6000,I
002044,2010-12-31,2010,4,INDL,C,D,STD,BCR,USD,2010Q4,2010Q4,3171.5000,I
002044,2011-03-31,2011,1,INDL,C,D,STD,BCR,USD,2011Q1,2011Q1,3288.3000,I
002044,2011-06-30,2011,2,INDL,C,D,STD,BCR,USD,2011Q2,2011Q2,3503.2000,I
002044,2011-09-30,2011,3,INDL,C,D,STD,BCR,USD,2011Q3,2011Q3,3539.3000,I
002044,2011-12-31,2011,4,INDL,C,D,STD,BCR,USD,2011Q4,2011Q4,3931.1000,I
002044,2012-03-31,2012,1,INDL,C,D,STD,BCR,USD,2012Q1,2012Q1,3954.0000,I
002044,2012-06-30,2012,2,INDL,C,D,STD,BCR,USD,2012Q2,2012Q2,3916.6000,I
002044,2012-09-30,2012,3,INDL,C,D,STD,BCR,USD,2012Q3,2012Q3,3932.5000,I
002044,2012-12-31,2012,4,INDL,C,D,STD,BCR,USD,2012Q4,2012Q4,4151.3000,I
002044,2013-03-31,2013,1,INDL,C,D,STD,BCR,USD,2013Q1,2013Q1,4077.1000,I
002044,2013-06-30,2013,2,INDL,C,D,STD,BCR,USD,2013Q2,2013Q2,4227.6000,I
002044,2013-09-30,2013,3,INDL,C,D,STD,BCR,USD,2013Q3,2013Q3,4165.0000,I
002044,2013-12-31,2013,4,INDL,C,D,STD,BCR,USD,2013Q4,2013Q4,5041.1000,I
002044,2014-03-31,2014,1,INDL,C,D,STD,BCR,USD,2014Q1,2014Q1,4877.9000,I
002044,2014-06-30,2014,2,INDL,C,D,STD,BCR,USD,2014Q2,2014Q2,5118.3000,I
002044,2014-09-30,2014,3,INDL,C,D,STD,BCR,USD,2014Q3,2014Q3,5113.7000,I
002044,2014-12-31,2014,4,INDL,C,D,STD,BCR,USD,2014Q4,2014Q4,5092.6000,I
002044,2015-03-31,2015,1,INDL,C,D,STD,BCR,USD,2015Q1,2015Q1,5056.7000,I
002044,2015-06-30,2015,2,INDL,C,D,STD,BCR,USD,2015Q2,2015Q2,4967.5000,I
002044,2015-09-30,2015,3,INDL,C,D,STD,BCR,USD,2015Q3,2015Q3,4972.4000,I
002044,2015-12-31,2015,4,INDL,C,D,STD,BCR,USD,2015Q4,2015Q4,4942.9000,I
002044,2016-03-31,2016,1,INDL,C,D,STD,BCR,USD,2016Q1,2016Q1,5176.9000,I
002044,2016-06-30,2016,2,INDL,C,D,STD,BCR,USD,2016Q2,2016Q2,5258.2000,I
002044,2016-09-30,2016,3,INDL,C,D,STD,BCR,USD,2016Q3,2016Q3,5310.7000,I
002044,2016-12-31,2016,4,INDL,C,D,STD,BCR,USD,2016Q4,2016Q4,5306.1000,I
002044,2017-03-31,2017,1,INDL,C,D,STD,BCR,USD,2017Q1,2017Q1,5244.6000,I
002044,2017-06-30,2017,2,INDL,C,D,STD,BCR,USD,2017Q2,2017Q2,5353.8000,I
002044,2017-09-30,2017,3,INDL,C,D,STD,BCR,USD,2017Q3,2017Q3,5572.5000,I
002086,2010-03-31,2010,1,INDL,C,D,STD,BAX,USD,2010Q1,2010Q1,17166.0000,A
002086,2010-06-30,2010,2,INDL,C,D,STD,BAX,USD,2010Q2,2010Q2,16487.0000,A
002086,2010-09-30,2010,3,INDL,C,D,STD,BAX,USD,2010Q3,2010Q3,17563.0000,A
002086,2010-12-31,2010,4,INDL,C,D,STD,BAX,USD,2010Q4,2010Q4,17489.0000,A
002086,2011-03-31,2011,1,INDL,C,D,STD,BAX,USD,2011Q1,2011Q1,17413.0000,A
002086,2011-06-30,2011,2,INDL,C,D,STD,BAX,USD,2011Q2,2011Q2,17741.0000,A
002086,2011-09-30,2011,3,INDL,C,D,STD,BAX,USD,2011Q3,2011Q3,17843.0000,A
002086,2011-12-31,2011,4,INDL,C,D,STD,BAX,USD,2011Q4,2011Q4,19073.0000,A
002086,2012-03-31,2012,1,INDL,C,D,STD,BAX,USD,2012Q1,2012Q1,18784.0000,A
002086,2012-06-30,2012,2,INDL,C,D,STD,BAX,USD,2012Q2,2012Q2,18446.0000,A
002086,2012-09-30,2012,3,INDL,C,D,STD,BAX,USD,2012Q3,2012Q3,19825.0000,A
002086,2012-12-31,2012,4,INDL,C,D,STD,BAX,USD,2012Q4,2012Q4,20390.0000,A
002086,2013-03-31,2013,1,INDL,C,D,STD,BAX,USD,2013Q1,2013Q1,20318.0000,A
002086,2013-06-30,2013,2,INDL,C,D,STD,BAX,USD,2013Q2,2013Q2,23751.0000,A
002086,2013-09-30,2013,3,INDL,C,D,STD,BAX,USD,2013Q3,2013Q3,25250.0000,A
002086,2013-12-31,2013,4,INDL,C,D,STD,BAX,USD,2013Q4,2013Q4,25869.0000,A
002086,2014-03-31,2014,1,INDL,C,D,STD,BAX,USD,2014Q1,2014Q1,25261.0000,A
002086,2014-06-30,2014,2,INDL,C,D,STD,BAX,USD,2014Q2,2014Q2,25629.0000,A
002086,2014-09-30,2014,3,INDL,C,D,STD,BAX,USD,2014Q3,2014Q3,25563.0000,A
002086,2014-12-31,2014,4,INDL,C,D,STD,BAX,USD,2014Q4,2014Q4,25917.0000,A
002086,2015-03-31,2015,1,INDL,C,D,STD,BAX,USD,2015Q1,2015Q1,24861.0000,A
002086,2015-06-30,2015,2,INDL,C,D,STD,BAX,USD,2015Q2,2015Q2,30015.0000,A
002086,2015-09-30,2015,3,INDL,C,D,STD,BAX,USD,2015Q3,2015Q3,20172.0000,A
002086,2015-12-31,2015,4,INDL,C,D,STD,BAX,USD,2015Q4,2015Q4,20975.0000,A
002086,2016-03-31,2016,1,INDL,C,D,STD,BAX,USD,2016Q1,2016Q1,17350.0000,A
002086,2016-06-30,2016,2,INDL,C,D,STD,BAX,USD,2016Q2,2016Q2,15982.0000,A
002086,2016-09-30,2016,3,INDL,C,D,STD,BAX,USD,2016Q3,2016Q3,15795.0000,A
002086,2016-12-31,2016,4,INDL,C,D,STD,BAX,USD,2016Q4,2016Q4,15546.0000,A
002086,2017-03-31,2017,1,INDL,C,D,STD,BAX,USD,2017Q1,2017Q1,15659.0000,A
002086,2017-06-30,2017,2,INDL,C,D,STD,BAX,USD,2017Q2,2017Q2,16963.0000,A
002086,2017-09-30,2017,3,INDL,C,D,STD,BAX,USD,2017Q3,2017Q3,17541.0000,A
002086,2017-12-31,2017,4,INDL,C,D,STD,BAX,USD,2017Q4,2017Q4,17111.0000,A
002086,2018-03-31,2018,1,INDL,C,D,STD,BAX,USD,2018Q1,2018Q1,16890.0000,A
002086,2018-06-30,2018,2,INDL,C,D,STD,BAX,USD,2018Q2,2018Q2,16578.0000,A
002086,2018-09-30,2018,3,INDL,C,D,STD,BAX,USD,2018Q3,2018Q3,16847.0000,A
002086,2018-12-31,2018,4,INDL,C,D,STD,BAX,USD,2018Q4,2018Q4,15641.0000,A
002086,2019-03-31,2019,1,INDL,C,D,STD,BAX,USD,2019Q1,2019Q1,16350.0000,A
002086,2019-06-30,2019,2,INDL,C,D,STD,BAX,USD,2019Q2,2019Q2,17544.0000,A
002086,2019-09-30,2019,3,INDL,C,D,STD,BAX,USD,2019Q3,2019Q3,17299.0000,A
002086,2019-12-31,2019,4,INDL,C,D,STD,BAX,USD,2019Q4,2019Q4,18193.0000,A
002086,2020-03-31,2020,1,INDL,C,D,STD,BAX,USD,2020Q1,2020Q1,19075.0000,A
002086,2020-06-30,2020,2,INDL,C,D,STD,BAX,USD,2020Q2,2020Q2,19465.0000,A
002086,2020-09-30,2020,3,INDL,C,D,STD,BAX,USD,2020Q3,2020Q3,20098.0000,A
002086,2020-12-31,2020,4,INDL,C,D,STD,BAX,USD,2020Q4,2020Q4,20019.0000,A
002086,2021-03-31,2021,1,INDL,C,D,STD,BAX,USD,2021Q1,2021Q1,19466.0000,A
002086,2021-06-30,2021,2,INDL,C,D,STD,BAX,USD,2021Q2,2021Q2,19682.0000,A
